Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,47,280,13160,9210,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,58,280,16240,5850,Outlet
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,43,279,11997,3960,Outlet
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,48,279,13392,4960,Outlet
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,46,278,12788,6140,Online
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,56,278,15568,9500,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,58,278,16124,9840,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,50,278,13900,7920,Online
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,46,278,12788,4350,Outlet
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,47,278,13066,2870,Outlet
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,36,278,10008,5300,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,34,278,9452,3970,Outlet
West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,56,277,15512,6980,Online
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,36,276,9936,4670,Online
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,37,276,10212,6430,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,28,276,7728,4170,Online
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,25,275,6875,27500,Outlet
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,25,275,6875,27500,In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,275,8250,28880,In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,20,275,5500,19250,In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15,275,4125,16500,In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,25,275,6875,24060,In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,275,6875,27500,In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,275,5500,22000,In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,30,275,8250,28880,In-store
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,20,275,5500,22000,Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,275,5500,22000,Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,30,275,8250,28880,Online
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,275,6875,24060,Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10,275,2750,11000,Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,25,275,6875,27500,Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,275,4125,16500,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,15,275,4125,14440,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,30,275,8250,24750,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,275,6875,20630,Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,25,275,6875,27500,Online
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,28880,In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,28880,In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,275,4125,14440,In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,25,275,6875,27500,In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30,275,8250,33000,In-store
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,275,8250,33000,In-store
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,30,275,8250,33000,In-store
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30,275,8250,33000,In-store
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25,275,6875,27500,In-store
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,53,273,14469,6220,Online
West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,56,273,15288,7640,Online
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,62,273,16926,7790,Online
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,58,273,15834,4280,Online
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,46,273,12558,6910,Online
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,44,273,12012,6610,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,13923,7800,Online
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,27,272,7344,4040,Outlet
Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,31,272,8432,3290,Outlet
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,36,272,9792,3820,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,37,272,10064,2920,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,40,272,10880,5000,Outlet
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,47,272,12784,7290,Outlet
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,29,272,7888,3940,Outlet
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,38,272,10336,6410,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,50,272,13600,4350,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,272,16320,4410,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,30,272,8160,4160,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,60,272,16320,6040,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,67,272,18224,7290,Outlet
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,46,272,12512,5760,Outlet
West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,33,271,8943,3760,Outlet
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,40,271,10840,4120,Outlet
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,40,271,10840,3250,Outlet
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,31,271,8401,4960,Outlet
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,44,271,11924,6080,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,40,271,10840,4660,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,39,271,10569,4440,Outlet
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,54,270,14580,5980,Online
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,54,270,14580,6560,Online
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,50,270,13500,5940,Online
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,44,270,11880,6530,Online
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,56,270,15120,9070,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,270,23220,12310,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,15660,7670,Online
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,35,270,9450,3500,Outlet
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,41,270,11070,4100,Outlet
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,20,270,5400,2110,Outlet
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,26,270,7020,2600,Outlet
Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,39,270,10530,5690,Outlet
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,34,270,9180,3490,Outlet
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,44,270,11880,5230,Outlet
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,47,268,12596,5920,Online
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,29,268,7772,3730,Online
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,37,268,9916,4860,Online
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,56,268,15008,4200,Online
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,41,268,10988,6590,Online
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,51,268,13668,8200,Online
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,53,267,14151,5940,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,8745,5070,Online
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,27,264,7128,2850,Outlet
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,33,264,8712,3660,Outlet
West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,30,264,7920,3090,Outlet
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,46,264,12144,4860,Outlet
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,56,264,14784,2810,Outlet
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,51,264,13464,2020,Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,24,264,6336,2790,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,48,264,12672,2790,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,41,264,10824,3360,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,39,264,10296,2780,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,43,264,11352,3410,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,42,264,11088,3330,Outlet
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,34,264,8976,4670,Outlet
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,34,264,8976,3770,Outlet
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,7920,3960,Outlet
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,9768,4790,Outlet
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,9768,5370,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,35,264,9240,4250,Outlet
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,51,264,13464,7940,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,24,264,6336,2030,Outlet
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,66,263,17358,6420,Online
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,52,263,13676,6020,Online
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,53,263,13939,8780,Online
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,36,263,9468,5680,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,59,263,15517,8690,Online
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,14465,9260,Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,8942,4470,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,7101,3830,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,16832,10600,Online
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,30,263,7890,3080,Outlet
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,26,263,6838,3280,Outlet
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,49,263,12887,3090,Outlet
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,59,263,15517,8840,Outlet
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,39,263,10257,3590,Outlet
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,36,263,9468,6250,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,19462,5450,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,35,263,9205,3770,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,31,263,8153,3590,Outlet
Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,46,261,12006,5280,Online
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,46,261,12006,5640,Online
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,47,261,12267,5520,Online
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,60,261,15660,6730,Online
Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,53,261,13833,8580,Online
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,83,261,21663,9530,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Street Footwear,50,261,13050,7830,Online
Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,47,260,12220,5130,Online
Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,46,260,11960,4430,Online
Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,48,259,12432,5350,Online
Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,50,259,12950,5180,Online
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,38,259,9842,4530,Online
Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,41,259,10619,4780,Online
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,66,259,17094,5130,Online
West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's Apparel,63,259,16317,10610,Online
Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,52,258,13416,6440,Online
Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,45,257,11565,5320,Online
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,42,256,10752,6240,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,9984,5790,Online
West Gear,1128299,1/7/2021,West,California,San Francisco,Men's Athletic Footwear,50,256,12800,3840,Outlet
West Gear,1128299,2/10/2021,West,California,San Francisco,Women's Apparel,56,256,14336,2150,Outlet
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,44,256,11264,3720,Outlet
West Gear,1128299,2/16/2021,West,California,San Francisco,Women's Apparel,50,256,12800,2180,Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,36,256,9216,4330,Outlet
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Men's Street Footwear,30,256,7680,2840,Outlet
Sports Direct,1197831,9/16/2021,South,Texas,Dallas,Men's Street Footwear,34,256,8704,3660,Outlet
Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's Athletic Footwear,43,256,11008,5060,Outlet
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,54,256,13824,8290,Outlet
Sports Direct,1197831,4/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,28,256,7168,3370,Outlet
Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,31,256,7936,4210,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,14080,4360,Outlet
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,6656,3660,Outlet
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Street Footwear,69,256,17664,6540,Outlet
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Athletic Footwear,62,256,15872,6670,Outlet
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,47,256,12032,5660,Outlet
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,14592,6420,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30,256,7680,3070,Outlet
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's Street Footwear,41,256,10496,4720,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Street Footwear,48,256,12288,5780,Outlet
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,33,255,8415,3790,Online
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,44,255,11220,5390,Online
Walmart,1197831,10/28/2020,South,Texas,Houston,Women's Street Footwear,47,255,11985,5870,Online
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,54,255,13770,9230,Online
Foot Locker,1185732,9/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,46,255,11730,5280,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,41,255,10455,5750,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,11985,7670,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,79,255,20145,10070,Online
Sports Direct,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,14025,8560,Online
West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Street Footwear,79,255,20145,9670,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,255,21930,11180,Online
Sports Direct,1197831,7/25/2020,South,Texas,Houston,Men's Street Footwear,20,255,5100,2090,Outlet
